,날짜,리뷰,평점
113,2019.10.30 17:18,스토리가 너무 ㅎㅌㅊ 작화는 확실히 전작과 동일하게 ㅅㅌㅊ 가라오케씬에서 니게하지에서 들은 노래 나와서 괜시리 좋아짐 그거 때문에 3점에서 5점드림.,5
114,2019.11.03 13:50,진심 진짜 재미없습니다. 스토리가 심해 바다로 갑니다. 너의 이름은 감독 이름값으로 돈 번 영화입니다.,1
115,2019.11.03 04:19,영화보는 내내 주인공이 정신병잔줄 알았음 경찰이 주인공 정신감정 받아봐야된다는 멘트가 정확했다.애초에 왜 가출했는지 또 빛을따라 배에탔는데 왜 배에서 비쳐맞고 좋아서 쪼개고있었는지 궁금하고중간에 총을 부적으로 갖고있...,3
116,2019.11.20 21:55,안 봤다간 인생 손해볼 뻔 했다,9
117,2019.10.31 22:55,"지금까지 신카이 마코토 감독의 영화를 즐겨왔던 사람으로서 감독의 작화가 아름다운 거야 인정, 시대착오적 여성묘사는 일본이란 사회가 그런 사회니깐 그럴 수 있겠다 싶지만 스토리텔링으로 봤을 때 상당히 회의감이 드네",4
118,2019.11.09 01:13,개연성 떡밥회수 이런 얘기들 하시는데 이 영화 세 번 본 사람으로서 개연성과 떡밥 회수 등에도 크게 문제 없어 보입니다. 처음 볼 때는 세세한 설정에 초점을 두기보다는 내용에 초점을 맞추어 감상하느라 몰랐었는데 두 번째 부터는 세세한 장면들에 초점을 맞추다보니 작가가 이 영화에 매우 신경써서 설정을 맞추었다고 생각합니다. 자신이 이해 못하였다고 평점 깎아내리지 말아줬으면 좋겠네요 ,10
119,2019.11.02 16:29,전작에있던 흥행요소들을 억지로 끌어들인느낌 부실한 개연성과 스토리를 영상미와 ost로덮음,3
120,2019.11.02 12:54,몇 가지 장면을 만들고 싶어서 설게 엮어 만든 스토리. 끝내기 위해 끝낸 결말.,6
121,2019.10.31 00:02,신카이 마코토 감독은 언제나 하늘을 바라보게하는 영화를 만들어 주었지만 이번영화는 하늘을 바라볼 생각이 들지 않았다,4
122,2019.10.31 17:15,영상퀄과 ost는 참좋았지만 개연성없는 스토리가 몰입감을 다 떨어트린다 개인적으로 다른의미로다가 조커보다 더한 혼돈의 개연성,3
123,2019.10.31 10:19,이번 작품은 감독이 이상한 약을 먹고 중2병에 걸린것이 분명합니다.,6
124,2019.11.01 20:24,그냥 말필요하나 ;;  이특유 갬성좋아하는사람은 보세요,10
125,2019.10.31 23:35,왜 이렇게 감정을 강요하기만 하는지... 공감 되는 상황은 하나도 없고 심하게 오그라들어서 극장에 앉은 채로 OO 뻔. 남주는 약이라도 빨았는지 감정의 기복이 죽 끓듯. 엄청 유치하고 이 감독 것 중 단연 최악!,1
126,2019.11.07 01:41,이런 명작에 1~2점 주고 82년생 김치영 쓰레기영화에 10점 박는 인간들은 정말 개돼지 그이상도 이하도 아님,10
127,2019.11.29 15:52,개연성이 구린게 아니다. 영화가 불친절할 뿐.,10
128,2019.11.25 18:27,영웅주의나 전체주의 아닌 소중한 사랑을 엿본 기분이에요. 잘 봤습니다.,9
129,2019.11.10 13:33,ㅠㅠ감동적이네요 재밌었어요,10
130,2019.11.09 01:30,신카이 마코토 정말 좋아하고 기대하고 보러갔지만 기대이상이였습니다.,10
131,2019.11.03 13:16,16세 가출청소년이 도쿄로 상경하여 범죄를 저지르는 신개념 액션 스릴러 영화,6
132,2019.10.31 00:57,뻔한스토리... 일존 특유의 그런저런 애니,2
133,2019.10.31 00:38,뭔가 있어보였지만 영상미 뿐.,5
134,2019.10.30 21:39,"이것저것 어떻게 리뷰를 달까 생각하면서 썼다 지웠다를 반복했는데 한 줄로 정리할 수 있겠더라구요. 쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까? 급으로 OST만 남았습니다.",1
135,2019.11.02 15:43,OST랑 작화는 정말 모든 면에서 만점을 주고싶음. 도쿄의 풍경을 정말 예쁘게 묘사하였고 특히 히나의 음식 요리 장면에 눈이 즐겁다. OST도 너의 이룸은 못지않게 좋다. 그러나 스토리가 어이없게 산으로 가고 개연성은 1도 없고 마지막 재회씬은 하나도 감동적이지 않았다. 어쩌라는거지 느낌? 떡밥회수는 하나도 안됬고 너의 이름은 영화에 감동 받으신 분들이 기대하지 않았으면 한다. 난 여태껏 본 영화중 스토리가 이렇게 최악인건 처음본다. 100% 맑음소녀가 나타나 날씨를 맑게 만드는데 아무도 놀라지 않고 그걸 당연히 여기는것도 이상하고 마지막에 주인공이 히나가 기도하던 그곳을 뛰어가서 하늘 위로 올라가서 인간 제물로 이미 바쳐진 히나를 마음대로 데려온것도 이상하고 뜬금없이 무녀가 나온것도 어이가 없었고 빗물의 물고기나 적란운 등 모든 떡밥이 회수가 되지않고 한 장면에서 다음 장면으로 넘어갈때의 어색함도 거슬렸다. 게다가 주인공이 히나를 만나기 위해서 달려가 끝까지 히나를 구하려는 굳은 의지가 나오고 나서 몇 년후 주인공이 히나를 보러가면 무슨 말을 해야할지 모르겠나느니 갑자기 망설이는 태세변환 등 캐릭터들의 특성을 파악하기 어려웠다. 결론은 그냥 체념하고 이게 뭐야 하고 본 영화. ,4
136,2019.11.24 21:26,폭죽놀이 보면 자도 됨,10
137,2019.11.15 18:31,"진짜 스토리말고 작화와 ost, 표현력을 보는 작품",6
138,2019.11.02 14:03,,1
139,2019.10.31 00:30,실망이 크다. 너의이름은은 럭키펀치였나?  작화는 끝내주더라,7
140,2019.11.02 15:17,우연이 너무많이겹친데다 등장인물들이 넘 단조로움...설명부족으로 대충 관객이 때려맞춰서 봐야함...까메오로등장한 전작의 인물들은 반갑긴한데 워낙 스토리 완성도가낮아서 거의 너의이름은 의 외전편 같은느낌임 남은거라곤 ...,6
141,2019.11.01 21:14,너의이름과함께 인생영화..,10
142,2019.10.30 11:23,다 좋았는데 마무리를 그렇게 할 줄은 몰랐다. 자리를 뜨면서 순간 욱할정도로 어이없게 끝내버림. 너의 이름은 은 마지막 한마디에 임팩트라도 있었지 이건 뭐냐고... 그리고 남자 주인공 연기에 약간의 항마력이 필요함. 너무 그렇게 소리지르지마. 오그라든단말야. ,7
143,2019.10.30 21:00,너의 이름을 재밌게 본 인싸분이라면 강력 추천드립니다!!!.오타쿠적인 요소 하나도 없고 여자친구랑 보기 딱이네요.,10
144,2020.05.10 01:16,어디가 개연성이 부족하다는 건지 모르겠네. 남주 배경을 안보여준다? 딱봐도 영화상 설정인거 모르겠음? 갑분 총이 이상하다? 치기 어릴 때지만 돌이킬 수 없는 짓은 하면 안된다는거 아님? 그놈의 떡밥회수 진짜 지겹다. 지들끼리 변태같이 하나하나 의미부여해서 이건 왜 회수안함? 저건 왜 안함? 그만들 좀 하십쇼 ,10
145,2019.11.02 14:24,날씨걸고 배팅하는 지상 최대의 스카이다이빙쇼,6
146,2020.05.21 11:42,오히려 너의 이름은보다 날씨의 아이가 신카이 마코토 감독 특유의 감성과 더 잘 맞은 것 같다,8
147,2019.11.29 10:48,역시 이쁜 영화보고 울었쟈냐~.~,10
148,2019.11.25 14:00,처음엔 이게 먼 어거지야;; 라고 생각했는데 집에 가자마자 후폭풍 몰려와서 ost다 다운받고 울고 있습니다 최고..,8
149,2019.11.15 12:35,영상미는 마음에 들었고 스토리는 무난했습니다.,7
150,2019.11.05 18:27,솔직히 기대를 좀 했는데 기대만큼은 아닙니다,6
151,2020.03.20 08:54,전 너의 이름은보다 날씨의 아이가 훨씬 좋네요. 여운이 오래 남고 기억이 계속 나는 영화. 마침 태풍과도 같은 바람이 불어서 이런 날씨마저 날씨의 아이를 보라고 재촉하는 느낌. 영화관에서 여러 번 본 영화는 거의 처...,10
152,2019.11.29 19:37,일본의 기반인 전체주의를 화려한 도쿄의 어두운 부분을 통해 은은하게 보여주며 나중에는 전체보다 개인을 선택함으로써 전체주의의 상징인 도쿄를 수몰시키는것으로 끝나는 엔딩이 인상적.,10
153,2019.11.19 03:06,전작 너의이름을 보다 훨씬 더 재밌습니다,10
154,2019.11.08 23:46,"연출, 작화는 좋았는데 스토리 개연성이 정말 없고 끝나고 그래서 어쩌라고? 하는 생각만 든거같아요.",4
155,2019.11.08 09:17,평이 안좋길래 볼까말까고민하다가 봣는데 저는기대이상이었습니다레드윔프스ost도좋앗구요너의이름은을 재밋게보셧다면후회는안할듯해요좋은영화만들어주셔서신카이감독님과 스탭분들게감사드리고 차기작도 기다려지네요,9
156,2019.11.06 12:16,하도 시국이 어떻고 노재팬이 어떻고 떠들어 대는 통에 좀 늦게 봤는데...일단 유튜브 돌아댕기는 말도 안되는 일본전체주의네 뭐네 하는 소리들은 다 헛소리고! 반전이라면 반전이 있고 영상미 좋고 일단 스토리가 짐작되면서도 또 다르게 전개되는 상당히 재미있는 영화.... 너의 이름은 과 비교해도 크게 나쁘지않은... 추천할만한 영화 ,10
157,2019.11.01 16:12,연출 영상미 OST 모두 좋았지만보면서 궁금하고 이해 안가는 부분이 많았다 남자주인공의 과거라든가 왜 저런식으로 행동하는지도 그리고 제일 중요한 요소인 날씨의 무녀라는 설정이 설명이 부족해 보였음,5
158,2019.11.01 15:46,"경찰에게 쫓기는 극적인 상황 연출을 위해서 어거지로 권총 요소를 집어넣은 것 같음. 결과적으로 남주가 권총 쏠때 캐릭터, 배경음뿐만 아니라 관중석까지 갑분싸. 날씨 관련된 전설 속 설화이야기 설정은 독특해서 좋았으나 전체적으로 스토리 떡밥 회수 미흡, 각 캐릭터에 대한 서사? 줄거리?가 부족해서 감정 이입이 잘 안됨. 그나마 장점으로는 작화랑 ost는 끝내주게 좋음. 하지만 그게 전부임.. 나름 잼게 봤으나 중후반쯤에는 너무 오글거리고 이입이 안돼서 보다 나갈뻔... 너의 이름은을 너무 재밌게 본 사람으로서 너무 아쉬움. 스토리 떡밥 회수와  캐릭터들의 상황을 좀더 스토리에 녺여줬더라면 훨씬 좋았을 것 같음. ",4
159,2019.11.01 10:44,영문도 모르는 관람객들 멱살부터 잡고 끌고가는 개연성이... 영상이랑 트랙들은 좋았지만 뭐랄까 후반부 갈수록 고구마만 잔뜩 먹어 목 막히는데 물 한모금 준 기분.세상이 미친걸까 영화가 미쳐버린걸까...,4
160,2019.10.31 00:18,노잼. 너의 이름에 얽매여 있음. 개연성 제로.,4
161,2019.10.31 00:02,신카이마코토는 눈뽕영화란걸 감안하더라도 너의 이름은 이전작의 개연성보다 더 못봐주겠는 스토리라인... 차라리 이해를 못하면 감성이라고 넘기기라도 하지 상업영화인지 씹덕영화인지 너무 작화아까워,2
162,2019.11.12 16:47,"다들 너의이름은하고 비교하던데, 그냥 날씨의 아이라는 영화자체로 보기에는 너무 멋있었음. 스토리는 설명이 부족하긴 했지만, 유투브로 각각 해석들을 보다보면 다시 한번 보고 싶을정도로 재밌었음",10
163,2019.11.02 01:47,빛의 마술사 신카이마코토라는 걸 느끼게 해준 영화,10
164,2019.11.11 22:16,평점이 안좋길래 별기대 안하고 봤는데 정말 기대 이상이었습니다. 이 영화를 보고 재미없다고 하신분들은 진짜 영화 볼 줄 모르는 사람들이니 꼭 보시길 바랍니다. 저는 한번더 볼 의향이 있습니다.,10
165,2019.11.01 13:19,다수를 위한 소수의 희생이 일반적인 세상에서 소년은 소녀를 위해 세상을 바꿉니다. 그 순수한 마음이 너무 동화같습니다.,9
166,2019.11.01 13:09,너의 이름은 반 만큼은 할 줄 알았다.,3
167,2019.10.30 20:57,너의이름은 본 사람이면 백퍼 실망합니다. 너의이름은으로 감독이 돈을 많이 번듯. 정말 진부하고 별로임. 졸작,2
168,2019.10.31 21:07,작화 빼고는 뭐 볼 이유가 없다아주 잘 포장한 예쁜 쓰레기씨발,2
169,2019.10.30 17:47,전작보다는 감동적이고 뭉클했음결말에 대해서는 호불호가 갈릴듯 하고개연성이 전작보다 떨어졌지만Ost나올때마다 소름돋고작화는 미쳤습니다 눈이 너무 즐거웠고황홀했어요!,8
170,2019.11.01 20:34,머리로 보는게 아닌 가슴으로 보는 띵작,10
171,2019.10.30 22:28,먼저 같이 봐준 남자친구한테 사과합니다미안해 민규야..ㅠㅠㅠ 그래두 컬쳐데이라 제값주고 인봐서 다행,1
172,2020.05.24 18:33,"저는 기적에 대한 믿음과 순수한 마음에 대해 이야기하고싶습니다. 물고기 형태의 비가 맨 처음에 내렸을 때 , sns에 수많은 사람들이 보고 아이또한 물고기 형태의 비에 대해 이야기했지만 분명한 비현실 속에서 어른들은...",10
173,2020.04.12 19:49,"개인적인 생각이지만, 너의 이름보다 스토리 구성의 완결성이나 대중성을 확보했다고 보기는 어려울 수 있습니다. 하지만 저는 작화와 ost를 비롯하여, 전달하고자 하는 주제 의식이 특별해서 좋았습니다.신카이 마코토 감독...",10
174,2019.11.09 03:03,정말 감동스러웠어요 작화도 좋고 스토리도 괜찮고 무엇보단 하나도 어색하지 않는 성우들 연기력 ! 전 재미있게 보고가요 ㅎㅎ OST는 솔직히 너의 이름은을 못 따라가는거 같네요 개인적으로.. 그래도 나쁘지는 않아요 !제가 기대를 한 탓인거 같네요 ㅋㅋ 재밌게 보고 가요 :) ,10
175,2019.11.09 02:27,물 고여있다 한번에 떨어지는 장면은 뭔가 암시하는줄 알았는데 아무것도 아니었네 그래도 영상미 때문인가 스토리는 좀 그랬어도 볼만했다,8
176,2019.11.03 21:50,초반이 너무 진부하고 남주의 배경이라던지 떡밥미회수가 너무많고요..오히려 너의이름은 쥔공들나왔을때 그들의 이야기가 더궁금할지경이었어요볼때 눈물이 살짝고이는 부분들은있고후반부에나 조금 볼만해요근데 총은 왜나온것이며 총을 아저씨한테 겨누며 조금 답답한부분이있어요 비가 물고기들로 표현이되고 비의무녀 얘기를너무 건너뛰쉰건아닌지...정말 개인적으로 아쉽네요신카이마코토 감독 작품 넘좋아하는데ㅠㅠ남친은 가서졸았네요.. ,6
177,2019.11.03 17:41,"저번 너의이름은이 상업적으로 만든 케이스였고 오히려 이번작품이 신카이 마코토 스러운 작품임, 근데 그게 꼭 장점은 아니고 영상미랑 OST는 쩌는데 스토리랑 개연성은 진짜 씹덕 아니면 모르겠음 초속 5cm때도 다보고나서 그래서 결론이 뭐지..? 장거리연애는 힘들다는건가? 이렇게 느꼈는데 별다른게 없음 ",4
